scenario,nox_ppb,voc_ppb,sunlight_index,photochemical_ozone_index
ozone_photochemical_sensitivity,5,20,0.5,5.0
ozone_photochemical_sensitivity,5,20,1.0,10.0
ozone_photochemical_sensitivity,5,20,1.3,13.0
ozone_photochemical_sensitivity,5,50,0.5,7.905694150420948
ozone_photochemical_sensitivity,5,50,1.0,15.811388300841896
ozone_photochemical_sensitivity,5,50,1.3,20.554804791094465
ozone_photochemical_sensitivity,5,100,0.5,11.180339887498949
ozone_photochemical_sensitivity,5,100,1.0,22.360679774997898
ozone_photochemical_sensitivity,5,100,1.3,29.068883707497267
ozone_photochemical_sensitivity,5,180,0.5,15.0
ozone_photochemical_sensitivity,5,180,1.0,30.0
ozone_photochemical_sensitivity,5,180,1.3,39.0
ozone_photochemical_sensitivity,15,20,0.5,8.660254037844387
ozone_photochemical_sensitivity,15,20,1.0,17.320508075688775
ozone_photochemical_sensitivity,15,20,1.3,22.516660498395407
ozone_photochemical_sensitivity,15,50,0.5,13.693063937629153
ozone_photochemical_sensitivity,15,50,1.0,27.386127875258307
ozone_photochemical_sensitivity,15,50,1.3,35.6019662378358
ozone_photochemical_sensitivity,15,100,0.5,19.364916731037084
ozone_photochemical_sensitivity,15,100,1.0,38.72983346207417
ozone_photochemical_sensitivity,15,100,1.3,50.34878350069642
ozone_photochemical_sensitivity,15,180,0.5,25.98076211353316
ozone_photochemical_sensitivity,15,180,1.0,51.96152422706632
ozone_photochemical_sensitivity,15,180,1.3,67.54998149518622
ozone_photochemical_sensitivity,30,20,0.5,12.24744871391589
ozone_photochemical_sensitivity,30,20,1.0,24.49489742783178
ozone_photochemical_sensitivity,30,20,1.3,31.843366656181317
ozone_photochemical_sensitivity,30,50,0.5,19.364916731037084
ozone_photochemical_sensitivity,30,50,1.0,38.72983346207417
ozone_photochemical_sensitivity,30,50,1.3,50.34878350069642
ozone_photochemical_sensitivity,30,100,0.5,27.386127875258307
ozone_photochemical_sensitivity,30,100,1.0,54.772255750516614
ozone_photochemical_sensitivity,30,100,1.3,71.2039324756716
ozone_photochemical_sensitivity,30,180,0.5,36.742346141747674
ozone_photochemical_sensitivity,30,180,1.0,73.48469228349535
ozone_photochemical_sensitivity,30,180,1.3,95.53009996854395
ozone_photochemical_sensitivity,60,20,0.5,17.320508075688775
ozone_photochemical_sensitivity,60,20,1.0,34.64101615137755
ozone_photochemical_sensitivity,60,20,1.3,45.03332099679081
ozone_photochemical_sensitivity,60,50,0.5,27.386127875258307
ozone_photochemical_sensitivity,60,50,1.0,54.772255750516614
ozone_photochemical_sensitivity,60,50,1.3,71.2039324756716
ozone_photochemical_sensitivity,60,100,0.5,38.72983346207417
ozone_photochemical_sensitivity,60,100,1.0,77.45966692414834
ozone_photochemical_sensitivity,60,100,1.3,100.69756700139284
ozone_photochemical_sensitivity,60,180,0.5,51.96152422706632
ozone_photochemical_sensitivity,60,180,1.0,103.92304845413264
ozone_photochemical_sensitivity,60,180,1.3,135.09996299037243
